Gene::701	Pathway::PC7_6941
Gene::8767	Pathway::PC7_4778
Gene::5294	Pathway::WP51_r79977
Gene::55671	Pathway::WP1984_r82941
Gene::9212	Pathway::PC7_5533
Gene::5582	Pathway::WP399_r79474
Gene::207	Pathway::WP481_r82731
Gene::3479	Pathway::WP236_r80209
Gene::5781	Pathway::WP437_r79266
Gene::64682	Pathway::PC7_5530
Gene::6997	Pathway::PC7_3084
Gene::5932	Pathway::PC7_5272
Gene::10060	Pathway::PC7_6543
Gene::6654	Pathway::PC7_6512
Gene::4927	Pathway::PC7_8345
Gene::4092	Pathway::PC7_7488
Gene::2645	Pathway::WP706_r80056
Gene::8343	Pathway::PC7_2674
Gene::85236	Pathway::PC7_2575
Gene::5296	Pathway::WP2032_r79960
Gene::1901	Pathway::PC7_5048
Gene::55970	Pathway::PC7_6515
Gene::3570	Pathway::PC7_7264
Gene::5567	Pathway::PC7_4491
Gene::5691	Pathway::PC7_1131
Gene::5243	Pathway::PC7_967
Gene::138429	Pathway::WP51_r79977
Gene::6288	Pathway::PC7_3975
Gene::23596	Pathway::PC7_7439
Gene::83933	Pathway::PC7_7489
Gene::6722	Pathway::PC7_3698
Gene::51082	Pathway::PC7_6791
Gene::401667	Pathway::PC7_7439
Gene::390148	Pathway::PC7_7457
Gene::607	Pathway::PC7_6815
Gene::8454	Pathway::WP366_r84196
Gene::9968	Pathway::PC7_3882
Gene::6829	Pathway::WP3414_r82252
Gene::8841	Pathway::WP2064_r79263
Gene::3837	Pathway::PC7_4727
Gene::5580	Pathway::PC7_3278
Gene::9611	Pathway::PC7_3803
Gene::9058	Pathway::PC7_8339
Gene::5631	Pathway::PC7_6269
Gene::54205	Pathway::WP2059_r82906
Gene::4893	Pathway::PC7_7264
Gene::8669	Pathway::PC7_6966
Gene::7108	Pathway::PC7_6899
Gene::1846	Pathway::PC7_4741
Gene::6548	Pathway::PC7_8339
Gene::1911	Pathway::PC7_2532
Gene::6853	Pathway::PC7_5891
Gene::120227	Pathway::WP1531_r82221
Gene::4067	Pathway::PC7_3808
Gene::10762	Pathway::PC7_5534
Gene::7334	Pathway::WP195_r79965
Gene::7454	Pathway::PC7_4115
Gene::91782	Pathway::PC7_3666
Gene::3921	Pathway::PC7_1552
Gene::7311	Pathway::PC7_2910
Gene::57506	Pathway::PC7_5878
Gene::6712	Pathway::PC7_4688
Gene::8575	Pathway::PC7_5444
Gene::55120	Pathway::PC7_2950
Gene::3352	Pathway::PC7_2620
Gene::3660	Pathway::PC7_3869
Gene::1991	Pathway::PC7_8639
Gene::3568	Pathway::PC7_4775
Gene::6837	Pathway::PC7_5322
Gene::730	Pathway::WP558_r79680
Gene::10856	Pathway::PC7_2575
Gene::6364	Pathway::PC7_2543
Gene::1465	Pathway::WP3584_r84776
Gene::7534	Pathway::PC7_4449
Gene::1460	Pathway::PC7_3084
Gene::26020	Pathway::PC7_6948
Gene::10125	Pathway::PC7_6848
Gene::3675	Pathway::PC7_1698
Gene::5290	Pathway::PC7_5881
Gene::5693	Pathway::PC7_1821
Gene::10390	Pathway::WP2533_r84117
Gene::5689	Pathway::PC7_6054
Gene::54811	Pathway::PC7_4112
Gene::2702	Pathway::PC7_4104
Gene::7322	Pathway::PC7_2623
Gene::50814	Pathway::PC7_2565
Gene::4360	Pathway::PC7_2706
Gene::5599	Pathway::WP231_r81070
Gene::2010	Pathway::PC7_5530
Gene::51141	Pathway::WP1982_r79943
Gene::7322	Pathway::PC7_6086
Gene::9397	Pathway::PC7_4365
Gene::51734	Pathway::WP15_r82705
Gene::377677	Pathway::PC7_5322
Gene::1588	Pathway::PC7_5326
Gene::51809	Pathway::PC7_6540
Gene::818	Pathway::PC7_8629
Gene::9997	Pathway::PC7_6065
Gene::1399	Pathway::PC7_5893
Gene::361	Pathway::WP2431_r84650
Gene::6019	Pathway::PC7_6924
Gene::81448	Pathway::PC7_6044
Gene::1120	Pathway::PC7_5322
Gene::9862	Pathway::PC7_3084
Gene::5434	Pathway::PC7_3653
Gene::3304	Pathway::PC7_4727
Gene::5563	Pathway::PC7_6874
Gene::7048	Pathway::WP366_r84196
Gene::7472	Pathway::PC7_2621
Gene::5900	Pathway::PC7_7439
Gene::2962	Pathway::PC7_6801
Gene::5607	Pathway::PC7_5772
Gene::57690	Pathway::PC7_1877
Gene::915	Pathway::PC7_8338
Gene::2915	Pathway::PC7_4043
Gene::390157	Pathway::PC7_7439
Gene::1945	Pathway::PC7_3416
Gene::8335	Pathway::PC7_2570
Gene::9184	Pathway::PC7_5533
Gene::8841	Pathway::PC7_5322
Gene::246330	Pathway::PC7_5558
Gene::390883	Pathway::PC7_4043
Gene::2891	Pathway::PC7_4215
Gene::277	Pathway::PC7_5322
Gene::7321	Pathway::PC7_1127
Gene::23112	Pathway::PC7_7444
Gene::3680	Pathway::PC7_4759
Gene::6732	Pathway::WP411_r79980
Gene::5595	Pathway::PC7_3435
Gene::1572	Pathway::WP702_r73516
Gene::3265	Pathway::WP2261_r81197
Gene::330	Pathway::PC7_2506
Gene::3480	Pathway::PC7_4583
Gene::5686	Pathway::PC7_4438
Gene::4988	Pathway::WP24_r79999
Gene::5984	Pathway::WP466_r79981
Gene::53371	Pathway::PC7_2907
Gene::28231	Pathway::PC7_7290
Gene::5604	Pathway::WP2637_r80029
Gene::89846	Pathway::PC7_2523
Gene::26281	Pathway::PC7_2925
Gene::6165	Pathway::PC7_5324
Gene::2771	Pathway::PC7_6098
Gene::6908	Pathway::PC7_7272
Gene::10818	Pathway::PC7_3884
Gene::7044	Pathway::WP2029_r82903
Gene::64216	Pathway::PC7_8318
Gene::3113	Pathway::PC7_4115
Gene::2587	Pathway::PC7_4044
Gene::7311	Pathway::PC7_2582
Gene::5719	Pathway::PC7_6875
Gene::4897	Pathway::PC7_3084
Gene::3839	Pathway::PC7_1674
Gene::9612	Pathway::PC7_2570
Gene::3932	Pathway::PC7_5869
Gene::1514	Pathway::PC7_5157
Gene::5983	Pathway::PC7_1522
Gene::6093	Pathway::PC7_3420
Gene::5335	Pathway::PC7_7787
Gene::5331	Pathway::PC7_1233
Gene::8350	Pathway::PC7_2953
Gene::10783	Pathway::PC7_5530
Gene::5154	Pathway::PC7_3325
Gene::4208	Pathway::WP1991_r82940
Gene::8992	Pathway::PC7_8330
Gene::5073	Pathway::PC7_5324
Gene::3570	Pathway::PC7_7447
Gene::941	Pathway::PC7_3278
Gene::287	Pathway::PC7_4765
Gene::6367	Pathway::PC7_7439
Gene::2064	Pathway::PC7_3326
Gene::8518	Pathway::PC7_2570
Gene::5692	Pathway::PC7_3427
Gene::23221	Pathway::PC7_6957
Gene::11011	Pathway::WP1530_r84694
Gene::29850	Pathway::PC7_8339
Gene::218	Pathway::WP2873_r79696
Gene::9187	Pathway::PC7_3278
Gene::5601	Pathway::PC7_5969
Gene::3635	Pathway::WP286_r78583
Gene::4708	Pathway::PC7_6943
Gene::6375	Pathway::PC7_4043
Gene::5781	Pathway::PC7_4762
Gene::9112	Pathway::PC7_8317
Gene::1308	Pathway::PC7_2670
Gene::1604	Pathway::PC7_2621
Gene::8204	Pathway::PC7_3852
Gene::80205	Pathway::PC7_8339
Gene::3320	Pathway::PC7_2530
Gene::2339	Pathway::PC7_1689
Gene::5594	Pathway::PC7_12078
Gene::6123	Pathway::PC7_3772
Gene::5159	Pathway::PC7_7493
Gene::5903	Pathway::PC7_7427
Gene::369	Pathway::WP306_r80308
Gene::5683	Pathway::PC7_4438
Gene::9365	Pathway::PC7_3326
Gene::7532	Pathway::PC7_6914
Gene::6205	Pathway::PC7_3772
Gene::2782	Pathway::PC7_8264
Gene::1298	Pathway::PC7_1863
Gene::8915	Pathway::PC7_4741
Gene::9424	Pathway::PC7_5887
Gene::26151	Pathway::WP702_r73516
Gene::192670	Pathway::PC7_6538
Gene::728294	Pathway::PC7_6670
Gene::5062	Pathway::PC7_1689
Gene::8850	Pathway::PC7_6564
Gene::5582	Pathway::PC7_4688
Gene::2475	Pathway::PC7_7460
Gene::8970	Pathway::PC7_6233
Gene::11015	Pathway::PC7_5330
Gene::8648	Pathway::WP236_r80209
Gene::5054	Pathway::PC7_8325
Gene::3709	Pathway::PC7_1670
Gene::5291	Pathway::PC7_4053
Gene::51100	Pathway::WP615_r81193
Gene::7471	Pathway::PC7_8328
Gene::2263	Pathway::PC7_6461
Gene::4628	Pathway::PC7_3418
Gene::7220	Pathway::PC7_1877
Gene::284306	Pathway::PC7_4116
Gene::5711	Pathway::PC7_6915
Gene::529	Pathway::PC7_7439
Gene::2931	Pathway::PC7_7447
Gene::6161	Pathway::PC7_5327
Gene::1956	Pathway::PC7_3278
Gene::4854	Pathway::PC7_6562
Gene::54862	Pathway::WP706_r80056
Gene::4128	Pathway::PC7_5975
Gene::27248	Pathway::PC7_4467
Gene::23141	Pathway::PC7_2519
Gene::257397	Pathway::PC7_4688
Gene::2828	Pathway::PC7_4043
Gene::59349	Pathway::PC7_3278
Gene::5705	Pathway::PC7_1858
Gene::5434	Pathway::PC7_8609
Gene::57534	Pathway::PC7_2680
Gene::2033	Pathway::PC7_6914
Gene::503834	Pathway::WP3527_r84571
Gene::6464	Pathway::PC7_3699
Gene::2056	Pathway::WP2848_r80009
Gene::2042	Pathway::PC7_3084
Gene::983	Pathway::PC7_3363
Gene::9846	Pathway::PC7_4780
Gene::7040	Pathway::PC7_6895
Gene::3033	Pathway::PC7_2066
Gene::11176	Pathway::PC7_4112
Gene::9818	Pathway::PC7_8710
Gene::57678	Pathway::PC7_6462
Gene::5371	Pathway::WP1984_r82941
Gene::60	Pathway::PC7_2685
Gene::81539	Pathway::PC7_8340
Gene::5781	Pathway::WP49_r78543
Gene::8607	Pathway::PC7_6815
Gene::6632	Pathway::PC7_5324
Gene::5627	Pathway::PC7_6945
Gene::2353	Pathway::PC7_3884
Gene::219970	Pathway::PC7_5322
Gene::5720	Pathway::PC7_6108
Gene::701	Pathway::PC7_2520
Gene::5577	Pathway::PC7_4157
Gene::5879	Pathway::PC7_3991
Gene::5293	Pathway::PC7_5322
Gene::10576	Pathway::PC7_6566
Gene::113	Pathway::PC7_3328
Gene::8789	Pathway::PC7_4162
Gene::383	Pathway::PC7_8635
Gene::390271	Pathway::PC7_6044
Gene::6283	Pathway::PC7_2942
Gene::657	Pathway::PC7_7442
Gene::5281	Pathway::PC7_7762
Gene::8620	Pathway::PC7_2620
Gene::96764	Pathway::PC7_6203
Gene::4544	Pathway::PC7_3992
Gene::9656	Pathway::PC7_1200
Gene::5332	Pathway::PC7_7439
Gene::11254	Pathway::PC7_8352
Gene::4303	Pathway::PC7_6149
Gene::2253	Pathway::WP2848_r80009
Gene::4758	Pathway::PC7_7764
Gene::1856	Pathway::PC7_11018
Gene::2833	Pathway::PC7_6396
Gene::6635	Pathway::PC7_8317
Gene::79902	Pathway::PC7_8359
Gene::4064	Pathway::PC7_8288
Gene::6571	Pathway::PC7_5848
Gene::79944	Pathway::PC7_5322
Gene::5925	Pathway::PC7_2951
Gene::5437	Pathway::PC7_3278
Gene::842	Pathway::WP254_r84652
Gene::5595	Pathway::WP2380_r79953
Gene::51412	Pathway::PC7_6788
Gene::1398	Pathway::PC7_3670
Gene::10019	Pathway::PC7_3424
Gene::808	Pathway::PC7_8633
Gene::7040	Pathway::WP69_r79955
Gene::8829	Pathway::PC7_7439
Gene::26270	Pathway::PC7_2623
Gene::5575	Pathway::PC7_1599
Gene::8685	Pathway::PC7_2095
Gene::390195	Pathway::PC7_4043
Gene::5153	Pathway::PC7_2461
Gene::8339	Pathway::PC7_8141
Gene::5684	Pathway::PC7_1816
Gene::8535	Pathway::PC7_6918
Gene::6844	Pathway::PC7_8337
Gene::6507	Pathway::WP706_r80056
Gene::2248	Pathway::PC7_3818
Gene::5295	Pathway::PC7_2679
Gene::9663	Pathway::PC7_8424
Gene::390433	Pathway::PC7_4043
Gene::1950	Pathway::PC7_7443
Gene::414062	Pathway::PC7_7439
Gene::64137	Pathway::PC7_968
Gene::5695	Pathway::PC7_2518
Gene::3098	Pathway::PC7_7290
Gene::29850	Pathway::PC7_7681
Gene::2194	Pathway::WP2011_r75253
Gene::7364	Pathway::WP698_r79224
Gene::5520	Pathway::PC7_5327
Gene::5223	Pathway::PC7_3278
Gene::3991	Pathway::WP481_r82731
Gene::64223	Pathway::PC7_6149
Gene::5437	Pathway::PC7_3653
Gene::26692	Pathway::PC7_7439
Gene::10252	Pathway::PC7_3278
Gene::8364	Pathway::PC7_5875
Gene::115265	Pathway::WP1471_r82750
Gene::5296	Pathway::PC7_6153
Gene::80143	Pathway::PC7_4741
Gene::5921	Pathway::WP2583_r84488
Gene::51073	Pathway::PC7_6057
Gene::8353	Pathway::PC7_2674
Gene::3559	Pathway::PC7_4593
Gene::3125	Pathway::PC7_4771
Gene::6159	Pathway::PC7_5330
Gene::1846	Pathway::PC7_8291
Gene::2551	Pathway::PC7_6057
Gene::81285	Pathway::PC7_7457
Gene::51604	Pathway::PC7_6540
Gene::801	Pathway::PC7_2440
Gene::94027	Pathway::PC7_5330
Gene::2151	Pathway::PC7_5882
Gene::23624	Pathway::WP481_r82731
Gene::8353	Pathway::PC7_5875
Gene::117	Pathway::PC7_7439
Gene::5580	Pathway::PC7_3886
Gene::4723	Pathway::PC7_8229
Gene::9170	Pathway::PC7_4043
Gene::8074	Pathway::PC7_7719
Gene::9542	Pathway::PC7_7443
Gene::595	Pathway::WP138_r79958
Gene::8930	Pathway::PC7_3283
Gene::7444	Pathway::PC7_2521
Gene::1200	Pathway::PC7_8631
Gene::2068	Pathway::PC7_3959
Gene::351	Pathway::PC7_8288
Gene::9775	Pathway::PC7_5324
Gene::285349	Pathway::PC7_4112
Gene::1432	Pathway::WP395_r79978
Gene::6141	Pathway::PC7_5972
Gene::23474	Pathway::PC7_3064
Gene::5530	Pathway::WP2059_r82906
Gene::89780	Pathway::PC7_11463
Gene::5440	Pathway::PC7_4366
Gene::57834	Pathway::PC7_2905
Gene::9611	Pathway::PC7_8675
Gene::7322	Pathway::PC7_1672
Gene::8324	Pathway::PC7_11018
Gene::2165	Pathway::WP496_r69016
Gene::8365	Pathway::PC7_3073
Gene::83990	Pathway::PC7_2909
Gene::6714	Pathway::PC7_12264
Gene::2770	Pathway::PC7_5970
Gene::5743	Pathway::PC7_7728
Gene::7465	Pathway::WP1984_r82941
Gene::57690	Pathway::PC7_2393
Gene::4144	Pathway::PC7_5373
Gene::9371	Pathway::PC7_4887
Gene::6575	Pathway::PC7_8354
Gene::5696	Pathway::PC7_4439
Gene::8811	Pathway::PC7_4043
Gene::1906	Pathway::PC7_4043
Gene::130075	Pathway::PC7_7439
Gene::8793	Pathway::PC7_8061
Gene::1232	Pathway::WP286_r78583
Gene::121260	Pathway::PC7_6646
Gene::5339	Pathway::PC7_3777
Gene::59340	Pathway::WP117_r82985
Gene::5608	Pathway::PC7_8633
Gene::1460	Pathway::PC7_6815
Gene::1025	Pathway::PC7_5025
Gene::2791	Pathway::PC7_2621
Gene::2925	Pathway::PC7_4107
Gene::9818	Pathway::PC7_4365
Gene::8997	Pathway::PC7_5825
Gene::3952	Pathway::PC7_7493
Gene::79295	Pathway::PC7_6044
Gene::51332	Pathway::PC7_1863
Gene::5111	Pathway::WP2572_r79947
Gene::1385	Pathway::PC7_6149
Gene::56945	Pathway::PC7_6057
Gene::84618	Pathway::PC7_5322
Gene::1374	Pathway::WP706_r80056
Gene::55536	Pathway::WP706_r80056
Gene::1026	Pathway::WP236_r80209
Gene::30827	Pathway::PC7_4657
Gene::8440	Pathway::PC7_8664
Gene::8364	Pathway::PC7_6791
Gene::7003	Pathway::PC7_5326
Gene::57678	Pathway::WP325_r71223
Gene::637	Pathway::WP254_r84652
Gene::7976	Pathway::PC7_7457
Gene::3984	Pathway::PC7_3084
Gene::7324	Pathway::PC7_2532
Gene::503582	Pathway::WP3527_r84571
Gene::6234	Pathway::PC7_6966
Gene::2847	Pathway::PC7_2620
Gene::10062	Pathway::PC7_4116
Gene::23396	Pathway::PC7_6147
Gene::8331	Pathway::PC7_7426
Gene::9037	Pathway::PC7_6067
Gene::10155	Pathway::PC7_1203
Gene::84643	Pathway::PC7_2521
Gene::7409	Pathway::WP286_r78583
Gene::245908	Pathway::PC7_4688
Gene::2805	Pathway::WP534_r78585
Gene::6772	Pathway::WP2113_r70107
Gene::6188	Pathway::PC7_3772
Gene::23165	Pathway::PC7_5988
Gene::8720	Pathway::PC7_5322
Gene::8362	Pathway::PC7_5049
Gene::983	Pathway::PC7_2925
Gene::54331	Pathway::PC7_4940
Gene::5223	Pathway::PC7_4269
Gene::2534	Pathway::WP185_r80036
Gene::2625	Pathway::PC7_2440
Gene::8346	Pathway::PC7_5273
Gene::857	Pathway::PC7_4745
Gene::8338	Pathway::PC7_5530
Gene::1591	Pathway::PC7_2905
Gene::5573	Pathway::PC7_7448
Gene::79465	Pathway::PC7_1563
Gene::2250	Pathway::PC7_7478
Gene::5906	Pathway::PC7_7787
Gene::9700	Pathway::PC7_5531
Gene::56894	Pathway::PC7_6462
Gene::119765	Pathway::PC7_7457
Gene::4645	Pathway::PC7_8701
Gene::80199	Pathway::PC7_7458
Gene::85413	Pathway::PC7_8352
Gene::572	Pathway::WP1971_r82939
Gene::5565	Pathway::PC7_4663
Gene::11218	Pathway::PC7_5967
Gene::8342	Pathway::PC7_5272
Gene::6556	Pathway::PC7_8678
Gene::121130	Pathway::PC7_7439
Gene::3020	Pathway::PC7_2532
Gene::2885	Pathway::PC7_7445
Gene::23533	Pathway::WP1584_r81779
Gene::7704	Pathway::PC7_4688
Gene::145173	Pathway::PC7_5999
Gene::3783	Pathway::PC7_6543
Gene::5573	Pathway::PC7_4001
Gene::3856	Pathway::PC7_7500
Gene::5000	Pathway::WP45_r80001
Gene::57506	Pathway::PC7_8055
Gene::2252	Pathway::PC7_3326
Gene::9246	Pathway::PC7_2907
Gene::4736	Pathway::PC7_5330
Gene::4331	Pathway::PC7_6795
Gene::8905	Pathway::PC7_4365
Gene::126433	Pathway::PC7_4688
Gene::51455	Pathway::PC7_2950
Gene::5595	Pathway::PC7_3325
Gene::5292	Pathway::PC7_4619
Gene::4893	Pathway::PC7_7457
Gene::8932	Pathway::PC7_6791
Gene::8754	Pathway::WP3286_r84312
Gene::5581	Pathway::PC7_4941
Gene::8412	Pathway::PC7_6878
Gene::5648	Pathway::PC7_4952
Gene::4790	Pathway::WP2018_r79959
Gene::4715	Pathway::PC7_8229
Gene::857	Pathway::PC7_7784
Gene::488	Pathway::PC7_8339
Gene::9883	Pathway::PC7_4768
Gene::5719	Pathway::PC7_4037
Gene::5717	Pathway::PC7_1130
Gene::5321	Pathway::WP2377_r80437
Gene::26523	Pathway::PC7_7478
Gene::10735	Pathway::PC7_5273
Gene::57680	Pathway::PC7_6815
Gene::5568	Pathway::PC7_6177
Gene::208	Pathway::WP481_r82731
Gene::776	Pathway::PC7_1577
Gene::9500	Pathway::PC7_2523
Gene::203	Pathway::PC7_5322
Gene::286	Pathway::PC7_5886
Gene::5660	Pathway::PC7_7457
Gene::6908	Pathway::PC7_6812
Gene::5330	Pathway::PC7_7439
Gene::4609	Pathway::WP399_r79474
Gene::2771	Pathway::PC7_4001
Gene::2335	Pathway::PC7_2525
Gene::5707	Pathway::PC7_4004
Gene::5709	Pathway::WP183_r81161
Gene::6456	Pathway::PC7_7443
Gene::5706	Pathway::PC7_4438
Gene::328	Pathway::PC7_5993
Gene::8352	Pathway::PC7_5875
Gene::1848	Pathway::PC7_5051
Gene::60559	Pathway::PC7_4694
Gene::6502	Pathway::PC7_7024
Gene::89846	Pathway::PC7_4043
Gene::245936	Pathway::PC7_4741
Gene::6566	Pathway::PC7_6670
Gene::10390	Pathway::PC7_4262
Gene::2246	Pathway::PC7_4664
Gene::6907	Pathway::PC7_6203
Gene::3710	Pathway::PC7_3328
Gene::6203	Pathway::PC7_4112
Gene::5829	Pathway::PC7_7497
Gene::57381	Pathway::WP481_r82731
Gene::8358	Pathway::PC7_3682
Gene::919	Pathway::PC7_3324
Gene::1978	Pathway::PC7_1552
Gene::51121	Pathway::PC7_3278
Gene::7166	Pathway::PC7_1629
Gene::109	Pathway::PC7_5322
Gene::5595	Pathway::PC7_7439
Gene::51380	Pathway::PC7_7703
Gene::351	Pathway::PC7_2942
Gene::3014	Pathway::PC7_6794
Gene::534	Pathway::PC7_4748
Gene::1408	Pathway::PC7_2008
Gene::5516	Pathway::PC7_4269
Gene::79796	Pathway::PC7_5330
Gene::8353	Pathway::PC7_5530
Gene::50649	Pathway::PC7_2523
Gene::2251	Pathway::PC7_4688
Gene::1134	Pathway::PC7_6571
Gene::59349	Pathway::PC7_2468
Gene::3716	Pathway::PC7_4043
Gene::4085	Pathway::PC7_5535
Gene::11224	Pathway::PC7_4112
Gene::6907	Pathway::PC7_3882
Gene::6235	Pathway::PC7_5330
Gene::3383	Pathway::PC7_3777
Gene::5494	Pathway::PC7_3322
Gene::84335	Pathway::PC7_7439
Gene::2770	Pathway::WP1602_r78486
Gene::3831	Pathway::PC7_1698
Gene::2308	Pathway::PC7_6876
Gene::2735	Pathway::PC7_4438
Gene::282679	Pathway::PC7_8339
Gene::391112	Pathway::PC7_7439
Gene::122704	Pathway::PC7_6057
Gene::56005	Pathway::PC7_8786
Gene::9612	Pathway::PC7_3882
Gene::9330	Pathway::PC7_4112
Gene::5587	Pathway::PC7_5326
Gene::983	Pathway::PC7_2907
Gene::35	Pathway::PC7_3882
Gene::5696	Pathway::PC7_7024
Gene::8074	Pathway::PC7_7447
Gene::9564	Pathway::PC7_4762
Gene::5617	Pathway::PC7_2907
Gene::1577	Pathway::WP691_r79986
Gene::112	Pathway::PC7_2926
Gene::2829	Pathway::PC7_3993
Gene::3705	Pathway::PC7_4449
Gene::718	Pathway::PC7_4044
Gene::9631	Pathway::PC7_3775
Gene::873	Pathway::PC7_7753
Gene::23352	Pathway::PC7_1563
Gene::5966	Pathway::WP585_r80201
Gene::3614	Pathway::PC7_6652
Gene::2101	Pathway::PC7_5322
Gene::4790	Pathway::PC7_1517
Gene::54821	Pathway::PC7_7427
Gene::2833	Pathway::PC7_4044
Gene::2827	Pathway::WP455_r81793
Gene::85236	Pathway::PC7_2674
Gene::3569	Pathway::PC7_7263
Gene::5879	Pathway::WP3303_r83781
Gene::271	Pathway::PC7_6652
Gene::9630	Pathway::PC7_6098
Gene::8743	Pathway::PC7_8061
Gene::8370	Pathway::PC7_8326
Gene::627	Pathway::PC7_12281
Gene::5595	Pathway::PC7_7496
Gene::10235	Pathway::PC7_4043
Gene::1432	Pathway::WP481_r82731
Gene::7581	Pathway::PC7_4116
Gene::983	Pathway::PC7_3855
Gene::9968	Pathway::PC7_3084
Gene::9123	Pathway::PC7_2525
Gene::1352	Pathway::PC7_6532
Gene::8900	Pathway::PC7_7024
Gene::339366	Pathway::PC7_5999
Gene::8945	Pathway::PC7_6815
Gene::207	Pathway::WP138_r79958
Gene::3561	Pathway::PC7_4449
Gene::26523	Pathway::PC7_7445
Gene::5577	Pathway::PC7_6171
Gene::84617	Pathway::PC7_6566
Gene::81792	Pathway::PC7_5999
Gene::333932	Pathway::PC7_2570
Gene::8805	Pathway::PC7_7449
Gene::54988	Pathway::PC7_5322
Gene::9148	Pathway::PC7_2681
Gene::11059	Pathway::WP366_r84196
Gene::6285	Pathway::PC7_4688
Gene::23225	Pathway::PC7_5967
Gene::942	Pathway::PC7_2360
Gene::2027	Pathway::PC7_2500
Gene::9282	Pathway::PC7_6910
Gene::25796	Pathway::PC7_5322
Gene::3456	Pathway::PC7_4771
Gene::6497	Pathway::PC7_6913
Gene::685	Pathway::PC7_3700
Gene::1869	Pathway::PC7_1540
Gene::2771	Pathway::PC7_6909
Gene::219447	Pathway::PC7_6044
Gene::23657	Pathway::WP3_r79527
Gene::8973	Pathway::PC7_1231
Gene::5713	Pathway::PC7_6930
Gene::2971	Pathway::PC7_6810
Gene::10398	Pathway::WP383_r80200
Gene::3303	Pathway::WP2884_r83041
Gene::6464	Pathway::WP244_r78506
Gene::23348	Pathway::PC7_6878
Gene::27330	Pathway::PC7_8340
Gene::8517	Pathway::PC7_10442
Gene::8086	Pathway::PC7_8710
Gene::54600	Pathway::WP2873_r79696
Gene::8341	Pathway::PC7_4334
Gene::2783	Pathway::PC7_5887
Gene::3655	Pathway::PC7_4947
Gene::7334	Pathway::PC7_5779
Gene::9972	Pathway::PC7_4729
Gene::2790	Pathway::PC7_4157
Gene::119678	Pathway::PC7_7457
Gene::3066	Pathway::PC7_6914
Gene::6011	Pathway::PC7_8715
Gene::940	Pathway::PC7_3884
Gene::3572	Pathway::PC7_4061
Gene::708	Pathway::PC7_3958
Gene::197131	Pathway::PC7_1672
Gene::1901	Pathway::PC7_2620
Gene::4149	Pathway::WP400_r72084
Gene::51144	Pathway::PC7_8424
Gene::115019	Pathway::PC7_5546
Gene::6224	Pathway::PC7_5330
Gene::148867	Pathway::PC7_7290
Gene::23200	Pathway::PC7_8339
Gene::5618	Pathway::WP236_r80209
Gene::8930	Pathway::PC7_6937
Gene::10197	Pathway::PC7_5322
Gene::192669	Pathway::PC7_6072
Gene::5649	Pathway::WP306_r80308
Gene::2108	Pathway::PC7_5322
Gene::4001	Pathway::PC7_1689
Gene::1289	Pathway::PC7_2668
Gene::1198	Pathway::WP411_r79980
Gene::10622	Pathway::PC7_6814
Gene::8823	Pathway::PC7_3829
Gene::7316	Pathway::PC7_3060
Gene::5320	Pathway::WP2795_r78544
Gene::2853	Pathway::WP455_r81793
Gene::8354	Pathway::WP2369_r83012
Gene::2965	Pathway::PC7_4368
Gene::5721	Pathway::PC7_6108
Gene::890	Pathway::PC7_2532
Gene::125919	Pathway::PC7_4116
Gene::1739	Pathway::PC7_5890
Gene::5530	Pathway::PC7_6815
Gene::6340	Pathway::PC7_4791
Gene::283092	Pathway::PC7_7439
Gene::4851	Pathway::PC7_6860
Gene::5159	Pathway::PC7_7040
Gene::5693	Pathway::PC7_2265
Gene::7922	Pathway::PC7_8339
Gene::5707	Pathway::PC7_7484
Gene::902	Pathway::PC7_6795
Gene::2180	Pathway::PC7_3878
Gene::3725	Pathway::PC7_4593
Gene::390167	Pathway::PC7_6044
Gene::43	Pathway::WP2377_r80437
Gene::207	Pathway::PC7_1855
Gene::3559	Pathway::PC7_4053
Gene::7094	Pathway::PC7_8786
Gene::9969	Pathway::PC7_6910
Gene::3572	Pathway::PC7_5558
Gene::2359	Pathway::PC7_4044
Gene::5719	Pathway::PC7_5322
Gene::58500	Pathway::PC7_4116
Gene::81929	Pathway::PC7_4948
Gene::8574	Pathway::PC7_5322
Gene::50834	Pathway::PC7_7439
Gene::5582	Pathway::PC7_6177
Gene::10451	Pathway::PC7_2925
Gene::5717	Pathway::PC7_5049
Gene::8368	Pathway::PC7_2519
Gene::4790	Pathway::WP1533_r82707
Gene::324	Pathway::WP710_r79974
Gene::3273	Pathway::PC7_6945
Gene::6198	Pathway::PC7_4574
Gene::51003	Pathway::PC7_4112
Gene::10316	Pathway::PC7_6396
Gene::5291	Pathway::PC7_1877
Gene::6223	Pathway::PC7_6393
Gene::5575	Pathway::PC7_6050
Gene::6822	Pathway::PC7_3882
Gene::6947	Pathway::PC7_5322
Gene::2784	Pathway::PC7_7767
Gene::8368	Pathway::PC7_4112
Gene::51690	Pathway::PC7_12076
Gene::8912	Pathway::PC7_5697
Gene::3840	Pathway::PC7_1674
Gene::57223	Pathway::WP1984_r82941
Gene::152503	Pathway::PC7_4300
Gene::6383	Pathway::PC7_6643
Gene::4214	Pathway::PC7_8295
Gene::6348	Pathway::WP75_r83867
Gene::147323	Pathway::PC7_5322
Gene::7040	Pathway::PC7_6512
Gene::2683	Pathway::PC7_4764
Gene::112	Pathway::PC7_5772
Gene::92421	Pathway::PC7_3278
